SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
1592,1,10,-2.585877,-5.909256,-4.089852,-3.090846,-0.6642079,-2.253156,-2.313287,-2.57438,-2.904632,-3.218194,-0.763428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[4_9],psucssa
1593,1,23,-5.592087,-4.05524,-5.018822,-0.5915042,-4.87541,-1.302697,-8.45661,-4.772603,-1.554888,-3.231518,-3.23472,-3.294605,-2.433972,-4.783224,-0.4175356,-1.866686,-2.507159,-4.783224,-0.4175356,-1.866686,-2.507159,-4.783224,-0.7630151,-0.7871061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[3_10_14_18_22],psucssa
1594,1,12,-3.478143,-1.582464,-5.083835,-5.545828,-2.511519,-7.274367,-0.4771213,-3.470676,-0.9389556,-6.861522,-4.247327,-5.081122,-1.493972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[6_7_8_11],psucssa
1595,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1596,1,14,-3.09185,-1.386293,-2.564983,-2.922386,-2.849152,-2.093204,#NAME?,-4.655281,-3.620315,-1.29993,-0.369674,-3.124893,-0.90309,-3.397778,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_6_7],[13],psucssa
1597,1,5,-4.141838,-4.582651,-6.853935,-5.483423,-3.705292,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],psucssa
1598,1,21,-3.238747,-4.396379,-2.477477,-4.232585,-5.59089,-6.099813,-0.6811062,-7.73138,-4.310544,-0.9934592,-6.385704,-0.6238034,-0.9248334,-5.883041,-3.939978,-7.011691,-0.5810174,-4.719257,-4.928254,-5.027512,-0.6573145,-0.3449026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6],[0_3_6_9_12_16_20],psucssa
1599,1,10,-4.575053,-0.5698753,#NAME?,-4.669128,-1.184286,-5.834018,-6.243021,-4.811437,-4.88868,-3.354386,-2.240026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[1_2_4],psucssa
1600,1,26,-5.976814,-2.456063,-4.130517,-1.331141,-1.709341,-1.5436,-2.990765,-4.010192,-4.010885,-2.067484,-1.904174,-5.386594,-0.7855542,-5.082352,-3.849681,-1.900781,-5.632351,-5.072065,-6.261114,-3.638378,-1.408872,-1.562415,-0.7332178,-3.689373,-1.413452,-3.891725,-1.077233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[12_22_25],psucssa
1601,1,6,-3.527254,-3.530873,-1.49298,#NAME?,-5.356089,-4.471892,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[5],psucssa
1602,1,4,-4.717025,-5.925169,-4.420352,-4.415081,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[3],psucssa
1603,1,15,-3.991114,-3.577481,-1.413318,-4.303368,-5.091307,-7.544224,-1.626353,-3.382274,-2.868498,-2.255652,-4.090195,-5.743991,-1.045707,-5.373094,-1.941651,-1.06923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[2_6_12_14],psucssa
1604,1,29,-5.512905,-3.291835,-3.831588,-4.698111,-0.8440392,#NAME?,-5.356089,-0.9057301,-3.290517,-5.772834,-2.900342,-0.5049582,-2.852846,-1.033518,-3.307725,-1.908651,-2.887674,-4.396632,-3.910342,-0.8213816,-2.082816,-3.973699,-1.648046,-3.618064,-3.998217,-2.286637,-2.936351,-6.098247,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[7_15_28],psucssa
1605,1,16,-5.512905,-1.981544,-3.173045,-6.195048,-2.309098,-0.6238034,-2.669127,#NAME?,-5.243498,-1.059009,-2.694625,-5.050296,-2.171483,-2.93826,-3.448374,-3.12988,-0.5539613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5_9_15],psucssa
1606,1,15,-5.445959,-2.439656,-2.519616,-6.312447,-4.420352,-5.606931,-4.33612,-5.284768,-1.479287,#NAME?,-1.197862,-3.110578,-3.140194,-5.268138,-1.164418,-0.4311272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_7_9_10],[10_14],psucssa
1607,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1608,1,26,-2.896955,-2.926667,-1.916106,-0.9975112,-3.225849,-6.133403,-0.8390765,-2.506258,-3.209658,-2.489708,-1.841287,-0.01848341,-2.797937,-3.321758,-2.468448,-6.471498,-4.247327,-5.232063,-5.506968,-0.6128892,-5.936477,-1.490235,-2.958676,-4.640748,-2.798219,-1.650816,-0.4790644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_15_16],[6_9_11_19_25],psucssa
1609,1,7,-6.527233,-0.802285,-4.150745,-0.7859874,-4.833337,-2.302777,-1.584139,-0.5091888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3_6],psucssa
1610,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1611,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1612,1,22,-3.98786,-1.348954,-2.427315,-3.74811,-5.718917,-2.091667,-0.04139268,-5.432909,-2.207132,-3.263905,-6.273504,-1.503581,-1.929252,-1.638018,-0.8489779,-5.183307,-4.880201,-4.954057,-2.491843,-3.816779,-6.779463,-0.7700334,-0.5149098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[14_21],psucssa
1613,1,39,-4.495176,-1.640447,-4.559527,-3.86773,-4.656164,-1.121574,-4.395444,-3.730492,-2.611005,-1.788624,-6.278401,-1.533285,-2.587018,-1.805966,-2.643439,-3.786699,-3.667328,-3.88306,-3.264596,-4.182453,-1.962788,-2.482041,-0.7202628,-4.97365,-2.451496,-1.306591,-4.679955,-4.613795,-4.847697,-1.173894,-4.710885,-1.956031,-1.707485,-6.317825,-0.719893,-4.172549,-1.992433,-3.955221,-1.873302,-0.4281348,,,,,,,,,,,,,,,,,,,,,[7_9_10_11],[11_22_29_34_38],psucssa
1614,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1615,1,10,-3.527254,-2.296368,-4.957034,-1.225459,-3.600114,#NAME?,-4.014245,-5.063019,-3.40461,-1.276145,-1.335688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[9],psucssa
1616,1,9,-6.100998,-2.114917,-3.976957,-3.142575,-3.584802,-3.531045,#NAME?,-3.923638,-0.9013593,-0.3503462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[6_8],psucssa
1617,1,9,-6.100998,-2.114917,-3.976957,-3.142575,-3.584802,-3.531045,#NAME?,-3.923638,-0.9013593,-0.3503462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[6_8],psucssa
1618,1,11,-5.023885,-5.128971,-4.081398,-4.404105,-0.402526,-3.631306,-1.941732,-4.487621,-2.860912,-5.354531,-3.836542,-2.728537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],,psucssa
1619,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1620,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1621,1,9,-3.000799,-3.000776,-0.9852768,-1.634831,-4.924941,-0.8573325,-1.655619,-7.010484,-1.772486,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[3_8],psucssa
1622,1,24,-4.263707,-4.805851,-4.897667,-3.141065,-1.676982,-4.538711,-6.109262,-3.666036,-1.020954,-4.260235,-0.696632,#NAME?,-2.689597,-5.903422,-1.073489,-1.827923,#NAME?,-2.525514,-6.276472,-4.024155,-3.62658,-1.168541,-5.350997,-0.770852,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_16],[8_11_14_23],psucssa
1623,1,5,-8.205318,-6.728705,-1.294716,-0.1876399,-5.572594,-2.13735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
1624,1,8,-4.263707,-4.805851,-6.972588,-4.917541,-1.695626,-4.770588,-4.771036,-6.908943,-2.263171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[4],psucssa
1625,1,13,-3.146171,-3.763075,-3.047373,-4.737054,-1.328867,-2.416641,-2.776241,-2.747655,-2.374198,-3.848035,-2.867168,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_11_12],[6_10_12],psucssa
1626,1,4,-3.535944,-3.938335,-5.91029,-1.137612,-0.5504392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],psucssa
1627,1,15,-5.445959,-5.529619,-0.5314109,-2.903477,-5.682815,-4.40254,-1.37022,-5.513777,-2.011551,-7.160851,-1.625125,-7.302349,-3.970987,-3.842131,-2.195233,-0.3405385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10_11],[2_6_8_10_14],psucssa
1628,1,8,-5.445959,-3.830564,-2.168087,-1.983777,-0.6363446,-5.046071,-4.630912,-3.691861,-0.5658115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[7],psucssa
1629,1,3,-4.785907,-8.214307,-5.267238,-3.747365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,psucssa
1630,1,3,-1.464192,-3.805676,-4.982723,-1.763683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,psucssa
1631,1,12,-5.211875,-1.100925,-4.776312,-6.233799,-0.9938769,-5.419737,-6.59136,-0.7565093,-3.516294,-4.183483,-6.578857,-1.031408,-0.5509075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[4_7_11],psucssa
1632,1,11,-2.896955,-4.467173,-1.943345,-5.561604,-4.211636,-0.5985613,-5.244584,-5.881934,-3.620229,-1.320477,-2.275354,-0.4589973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[5_10],psucssa
1633,1,9,-6.100998,-2.114917,-3.976957,-3.142575,-3.584802,-3.531045,#NAME?,-3.923638,-0.9013593,-0.3503462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[6_8],psucssa
1634,1,9,-2.675791,-4.990438,-6.281838,-0.9925212,-4.470511,-2.513805,-3.911967,-5.517022,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3_8],psucssa
1635,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1636,1,5,-2.715695,-2.514663,-3.961718,-2.873201,-0.1346986,-0.2204455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],psucssa
1637,1,7,-7.948301,-4.709147,-7.768904,-4.680975,-2.790681,-4.021317,-0.9994671,-0.4901549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[1_6],psucssa
1638,1,14,-5.387967,-3.39245,-4.43531,-4.987538,-2.680053,-4.64506,-1.82505,-2.845476,-1.953683,-4.323887,-4.63969,-7.45646,-4.937418,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_9_11],[6_13],psucssa
1639,1,8,-3.923701,-3.882291,-7.212003,-0.8414331,-3.191076,-3.820579,-7.445036,-1.34776,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_5_6_7],[3_7],psucssa
1640,1,10,-4.455366,-4.963092,-5.435452,-2.96418,-1.363013,-4.245032,-3.663381,-4.075692,-5.257276,-2.644931,-1.087136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[9],psucssa
1641,1,3,-4.138768,-1.411926,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[1],psucssa
1642,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1643,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1644,1,7,-5.637844,-3.786955,-6.404576,-5.386544,-4.221642,-2.365317,-0.7383841,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[6],psucssa
1645,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1646,1,24,-3.260659,-2.740916,-3.818396,-3.624765,#NAME?,-4.516351,-2.163275,-0.6307052,-5.162681,-3.009126,-1.325594,-3.185782,-1.391908,-2.809936,-2.116096,-3.270264,-3.363981,-4.047052,-2.740033,-3.961186,-4.490005,-4.424437,-5.187915,-2.188225,-0.7613617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[7_13_23],psucssa
1647,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1648,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1649,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1650,1,4,-5.013105,-0.7625928,-4.153818,-0.1249387,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3],psucssa
1651,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1652,1,7,-3.991114,-3.577481,-1.413318,-1.874156,-1.802596,-4.709078,-7.276548,-2.166754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[2],psucssa
1653,1,5,-3.991114,-3.577481,-4.177351,-2.404815,-0.9576563,-1.266821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],psucssa
1654,1,4,-4.141838,-2.530233,-3.650734,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
1655,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1656,1,18,-3.527254,-2.296368,-1.311754,-5.503237,-3.332873,-1.351109,-0.4098309,-3.118196,-4.605103,-0.867198,-1.961658,-3.556995,-4.167562,-2.857332,-1.653366,-3.854667,-5.059532,-0.9236702,-0.5491189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[9_17],psucssa
1657,1,15,-4.295422,-3.841239,-4.350179,-5.81356,-3.747365,-2.108936,-3.617099,-1.337005,-3.499045,-3.731576,-0.1455968,-4.130169,-5.924797,-0.1054398,-5.740411,-0.9936768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7_8_9_10_11_12_13_14],[5_13_14],psucssa
1658,1,11,-5.512905,-1.981544,-4.742676,-5.509557,#NAME?,#NAME?,-2.525514,-2.985477,-0.9431061,-2.084732,-2.126318,-0.5089473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5_10],psucssa
1659,1,10,-5.445959,-2.721768,-2.412963,-1.467246,-4.989664,-4.472627,-1.489596,-3.782232,-2.741679,-0.7383841,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[6_9],psucssa
1660,1,7,-3.991114,-0.9382151,-2.455203,-6.351558,-1.253169,-5.257254,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[6],psucssa
1661,1,10,-3.527254,-2.379036,-4.229077,-4.560867,-5.051071,-1.641526,-4.112301,-2.705454,-1.820259,-1.333881,-0.4547765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[9],psucssa
1662,1,25,-4.302052,-4.293559,-1.927037,-0.3901746,-5.233401,-2.018669,-3.700921,-2.03536,-6.506301,-5.570589,-2.150976,-4.146773,-6.919294,-0.6706364,-5.374901,-4.257804,-0.6837591,-5.290026,-5.350103,-2.649943,-2.900859,-2.400765,-4.335059,-5.395988,-2.489531,-1.980056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_8_11_12_13_15_17],[10_13_21_24],psucssa
1663,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1664,1,10,-3.535944,-6.128959,-0.6509902,-5.241543,-4.102209,-1.692693,-2.960629,-4.095601,-5.04485,-4.015206,-3.006033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[2_5],psucssa
1665,1,5,-4.785907,-4.73597,-4.382552,-5.490865,-4.082415,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4],[4],psucssa
1666,1,5,-4.138768,-0.0713013,-4.468209,-6.318964,-0.9273974,-0.6633297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[1_4],psucssa
1667,1,10,-3.478143,-1.287868,-1.933867,-7.722329,-3.608845,-1.328567,-4.045686,-5.792592,-5.314475,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5_9],psucssa
1668,1,6,-3.272148,-4.407377,-0.712907,-5.669408,-4.609099,-6.204358,-3.259821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[2],psucssa
1669,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1670,1,5,-2.541127,-4.721429,-4.685385,-4.285879,-1.694268,-0.8346568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[4],psucssa
1671,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1672,1,5,-5.445959,-9.46853,-5.278496,-5.963202,-1.824303,-1.09796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[4],psucssa
1673,1,6,-4.792746,-3.510118,-1.143469,-1.767379,-1.10345,-4.245032,-2.630663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],,psucssa
1674,1,4,-5.001022,#NAME?,-4.605246,-1.222732,-0.4630486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[3],psucssa
1675,1,22,-4.461753,-1.905727,-3.235034,-3.849541,-3.97145,-0.9248334,-1.88555,-0.4440448,-5.899021,-3.770441,-5.445467,-1.250934,-6.80416,-3.676289,-4.165961,-0.872935,-0.7201593,-3.775548,-5.815409,-5.143216,-4.19674,-1.533697,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_19],[7_16_21],psucssa
1676,1,12,-3.527254,-2.296368,-1.11764,-3.181091,-2.712579,-1.166552,-4.321469,-3.542165,-1.547507,-3.987361,-6.240107,-1.09891,-0.3735807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_11],psucssa
1677,1,5,-4.512905,-6.955127,-4.634504,-3.67884,-4.6215,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[4],psucssa
1678,1,10,-3.991114,-1.915177,-2.971271,-3.133916,-1.84075,-2.802354,-1.856461,-4.617417,-5.937964,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7],[9],psucssa
1679,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1680,1,9,-3.529129,#NAME?,-3.960525,-4.841461,-6.704144,-3.472713,-1.700665,-2.573384,-1.232665,-0.2585887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1_8],psucssa
1681,1,32,#NAME?,-3.413295,-7.025208,-5.944229,-1.371837,-3.609837,-3.053019,-2.356457,-6.58199,-1.854224,-4.996234,-5.052228,-5.845259,-1.427324,-2.479614,-1.882262,-2.051213,-8.445502,-2.277852,-5.63158,-1.61441,-4.368073,-0.4155033,#NAME?,-4.705517,-5.342343,-3.963793,-1.40329,-2.265604,-1.569875,-2.203845,-0.7454585,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_8_9_10_11_17_18_23],[7_9_15_18_20_22_27_30_31],psucssa
1682,1,10,-4.449072,-6.272233,-2.416323,-5.715359,-0.1969498,-4.395384,-2.129648,-4.533749,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6_7_8_9],[2_5_6_7_9],psucssa
1683,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1684,1,4,-6.100998,-5.861798,-3.932806,-3.199405,-3.798413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
1685,1,8,-3.153544,-3.159256,-5.428717,-1.215996,-4.142942,-4.170422,-1.592732,-1,-1.124153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7],psucssa
1686,1,12,-3.535944,-4.775608,-2.27123,-4.293479,-2.701806,-1.453107,-4.11015,-1.631509,-1.043269,-1.637375,-5.677688,-4.440516,-2.590048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[9],psucssa
1687,1,13,-4.366777,-3.99397,-4.337279,-5.064209,-5.615359,-0.9753526,-4.356433,-4.588387,-3.032309,-5.313213,-5.34878,-4.740026,-0.7192097,-0.4244689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[12],psucssa
1688,1,7,-3.20292,-2.370814,-3.441834,-6.686026,-3.909676,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[5_6],psucssa
1689,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
1690,1,11,-4.452208,-2.167716,-3.187267,-3.462851,-3.256005,-6.867162,-4.669647,-2.565913,-6.074209,-6.085593,-1.137612,-0.5504392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_9_10],[10],psucssa
1691,1,5,-5.415995,-4.695585,-1.496307,-4.793412,-1.328867,-4.332192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],,psucssa
