SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
486,1,3,-5.886802,-4.850206,-4.486331,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2],psucssa
487,1,14,-4.512905,-5.42336,-1.96275,-4.068106,-6.738251,-5.780432,-3.439266,-3.296563,-0.4902949,-5.504772,-5.086304,-2.297263,-3.380585,-0.4685211,-0.5272878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[8_13],psucssa
488,1,7,-3.59865,-2.224972,-3.277193,-4.230325,-4.07143,-5.132229,-0.6950723,-0.3548599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[6],psucssa
489,1,4,-7.042348,-6.062132,-4.461208,-0.2255143,-0.035459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3],psucssa
490,1,5,-4.366777,-3.99397,-4.531465,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[3_4],psucssa
491,1,12,-4.295422,-5.440129,-4.291496,-5.073041,-0.9580355,-1.919688,-6.389151,-4.638225,-5.276704,-3.776451,-0.5049582,-1.758407,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7],[11],psucssa
492,1,15,-4.813935,-5.287304,-3.324678,-0.3454795,-1.887929,-3.308792,-3.38471,-5.964457,-1.315512,-3.727766,-0.7124091,-2.909792,-4.810753,-2.552417,-1.36352,-0.3561384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10],[3_10_14],psucssa
493,1,8,-4.366777,-3.99397,-5.275205,-4.723318,-2.875441,#NAME?,-5.259004,-6.644884,-2.715079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7],[4_5],psucssa
494,1,8,-4.652567,-2.747336,-0.7924029,-7.1246,-2.432533,-2.583037,-5.032488,-2.672506,-2.645315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4],[2],psucssa
495,1,14,-5.001022,-4.731617,-0.5985613,-2.06061,-5.471428,-1.653881,-3.363225,-7.009896,-4.550324,-1.876392,-1.239925,-1.134546,-2.740487,-1.042206,-0.4738778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_10],[2_13],psucssa
496,1,15,-5.512905,-3.133908,-5.932368,-3.981897,-2.909154,-3.531273,-1.839298,-1.059798,-4.186687,-1.555382,-3.81006,-2.847254,-4.142754,-2.645809,-3.661695,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[9_14],psucssa
497,1,13,-3.657084,-3.371367,-3.36951,-4.655612,-4.080336,-1.436832,-5.646928,-4.281748,-3.392664,-3.80985,-5.565101,-7.22066,-1.100731,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[12],psucssa
498,1,6,-4.317929,-7.24689,-2.432533,-4.200572,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_4_5],[5],psucssa
499,1,7,-4.652567,-4.831384,-5.667869,-2.839877,-3.96728,-1.20412,-0.2688453,-2.981336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],,psucssa
500,1,8,-3.535944,-2.599679,-3.336271,-3.675486,-3.008765,-1.875279,-6.290654,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[7],psucssa
501,1,8,-3.535944,-2.599679,-3.336271,-3.675486,-3.008765,-1.875279,-6.290654,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[7],psucssa
502,1,26,-5.637844,#NAME?,-4.13943,-3.879133,-1.263758,-4.226538,-1.291046,-0.9583591,-4.437209,-2.784759,-1.677769,-0.9041367,-0.6696473,-2.946663,-2.479197,-3.045546,-4.165222,-6.953273,-1.780782,-4.691952,-1.247841,-4.713515,-3.666137,-1.575163,-2.392838,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[25],[1_7_12],psucssa
503,1,11,-5.249664,-4.726901,-0.9393184,-3.760244,-4.282516,-5.2465,-2.555094,-1.500289,-4.451268,-5.553904,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2_10],psucssa
504,1,7,-7.042348,-4.393166,-2.32803,#NAME?,-4.625486,-2.522118,-0.7476568,-0.4627067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[2_3_6],psucssa
505,1,2,-4.502182,-2.117742,-3.410732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
506,1,2,-5.512905,-4.780051,-2.802592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
507,1,14,-5.445959,-3.24584,-3.714314,-4.85745,-4.145616,-1.763441,-2.028849,-4.093435,#NAME?,-4.978261,-3.823725,-5.114536,-5.441241,-0.8946041,-1.077839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[3_13],psucssa
508,1,9,-5.95627,-5.174473,-6.41356,-1.264818,-2.668368,-4.206208,-6.490747,-4.751445,-2.579021,-1.171669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_8],psucssa
509,1,5,-4.792746,-6.522281,-1.264818,-3.939548,-6.129478,-2.107229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
510,1,14,-4.562703,-5.282879,-1.677797,-5.549279,-3.322288,-0.622718,-5.552577,-5.450951,-1.147846,-4.451257,-0.5835766,#NAME?,-3.159547,-3.459783,-3.718599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_13],[0_8_11_12],psucssa
511,1,7,-4.484877,-6.960788,-6.082366,-5.689275,-5.803806,-3.186297,-0.328867,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[6],psucssa
512,1,6,-5.269867,-4.510083,-5.520783,-2.810887,-4.543426,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[5],psucssa
513,1,22,-3.535182,-3.084742,-1.027837,-4.598341,-4.30505,-1.409475,-4.192007,-6.34149,-3.16738,-4.689739,-2.991928,-5.689361,-3.499091,-3.419643,-3.547801,-0.5642715,-9.403084,-6.559615,-2.432533,-4.179426,-4.128549,-1.145801,-0.5090104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[17_18],[2_21],psucssa
514,1,6,-5.269867,-4.510083,-5.520783,-2.810887,-4.543426,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[5],psucssa
515,1,4,-5.95627,-5.174473,-6.41356,-1.361728,-0.4466268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],psucssa
516,1,12,-3.23301,-5.96234,-0.5730747,-4.623948,-6.462815,-4.998947,-1.115042,-1.460146,-1.359608,-4.211397,-4.603315,-0.522025,-0.7913249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[8_11],psucssa
517,1,3,-6.527233,-4.728459,-4.486331,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
518,1,3,-5.445959,-5.413785,-4.486331,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
519,1,29,-2.949325,-1.728947,-4.613398,-3.80347,-5.184628,-1.064129,-3.415421,-3.764669,-2.864094,-3.664651,-7.275784,-1.830472,-3.067965,-2.517695,-3.362166,-5.316591,-0.1984604,-5.045003,-0.609484,-1.991625,-2.422805,-5.493507,-5.607262,-1.396417,-4.199757,-3.75873,-1.721391,-4.492144,-0.5739589,-0.4274335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11],[11_18_23_28],psucssa
520,1,8,-4.43675,-3.927731,-4.031918,-3.753457,-3.030824,-5.426411,-6.02701,-0.9969594,-2.186336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_6_7],[7],psucssa
521,1,8,-3.991114,-2.010462,-1.475048,-3.050703,-3.854809,-5.420751,-2.882007,-1.358283,-0.9852768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[7],psucssa
522,1,8,-3.991114,-2.010462,-1.475048,-3.050703,-3.854809,-5.420751,-2.882007,-1.358283,-0.9852768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[7],psucssa
523,1,8,-3.991114,-2.010462,-1.475048,-3.050703,-3.854809,-5.420751,-2.882007,-1.358283,-0.9852768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[7],psucssa
524,1,8,-3.991114,-2.010462,-1.475048,-3.050703,-3.854809,-5.420751,-2.882007,-1.358283,-0.9852768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[7],psucssa
525,1,26,-4.152754,-3.709685,-6.13954,-4.056418,-5.162491,-0.7515755,-2.446062,-1.166552,-4.680685,-2.039573,-3.580911,-0.9472936,-5.78397,-0.9749005,-3.048216,-5.890466,-1.517941,-4.989683,-6.248885,-2.034571,-4.176629,-2.802644,-7.277454,-3.59187,-2.853345,-2.36196,-0.4288007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_17],[5_13_16_19_25],psucssa
526,1,12,-4.374603,-2.309071,-0.2436772,-6.125789,-2.461347,-6.026097,-1.170579,-7.696641,-1.455907,-8.264418,-3.55757,-1.304661,-0.2585887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8_9],[2_6_8_11],psucssa
527,1,8,-5.791256,-3.575725,-3.890234,-7.991677,-1.028566,-6.662773,-2.122667,-0.6795526,-0.3238563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4_7],psucssa
528,1,25,-5.415995,-3.346393,-1.979561,-1.368752,-3.067965,-3.629434,-1.459201,-0.846818,-2.635494,-5.622173,-0.745909,-2.870474,-3.926274,-4.400461,-4.100539,-3.282598,-1.494938,-3.195976,-2.424036,-2.876353,-3.889654,-5.859783,-4.802112,-1.552842,-2.597211,-0.5128034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[3_10_18_24],psucssa
529,1,6,-4.722855,-1.775265,-4.69337,-6.174799,-1.823909,-2.116169,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[5],psucssa
530,1,13,-5.177113,#NAME?,-1.197862,-3.105886,-2.817527,-1.781411,-0.9605758,-4.31811,-4.778427,-8.225076,-5.303047,-2.744692,-0.636619,-0.3741811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6_9],[1_2_6_12],psucssa
531,1,17,-4.969996,-4.516578,-6.362929,-4.90678,-4.876246,-1.782907,-0.4098309,-2.891236,-5.280754,-5.04176,-7.179819,-2.432533,-3.02388,#NAME?,-2.834197,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_12_13_14_15_16],[3_12_13_15_16],psucssa
532,1,25,-3.092399,-2.295567,-2.471071,-1.428516,-2.632063,-2.135284,-1.729199,-2.674359,-2.506983,-4.151113,-0.4885507,-2.91356,-2.437364,-1.802596,#NAME?,-6.820245,-5.009566,-4.75165,-1.032971,-4.250049,-4.582608,-1.093834,-1.014386,-3.900432,-0.4618497,-0.4850146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15_16],[11_16_24],psucssa
533,1,2,-5.445959,-4.865119,-2.640187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
534,1,14,-5.886802,-1.31969,-1.941651,-2.070346,-3.498979,-1.5333,-3.362685,-0.8650046,-4.601481,-3.799851,-1.420288,-1.24376,-2.084732,-2.126318,-0.5089473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8],[13],psucssa
535,1,18,-5.001022,-1.834626,-4.938658,-0.50515,-3.053846,-1.637225,-2.814485,-4.33616,-3.54274,-2.610318,-0.1316721,-5.552161,-4.133075,#NAME?,-2.366728,-5.279712,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_16_17],[3_17],psucssa
536,1,5,-5.445959,-2.439656,-6.24491,-6.299613,-0.539831,-0.2204455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],psucssa
537,1,8,-3.674056,-5.509589,-1.2952,-5.355471,-2.479723,-6.857124,-4.796075,-1.190021,-0.4180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[7],psucssa
538,1,12,-5.804013,-2.147316,-0.814498,-5.659522,-4.41559,-1.320271,-2.294816,-3.031854,-3.634527,-0.1918855,-5.801603,-3.355389,-3.35338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_8],[2_10_11],psucssa
539,1,34,-3.68954,-5.39888,-5.063249,-4.795384,-1.185841,-1.408428,-2.635494,-0.8621784,-3.180125,-5.530981,-3.272605,-2.500991,-5.536846,-3.473971,-1.110741,-3.752031,-5.10092,-2.351284,-4.452133,-1.889283,-1.699721,-3.47208,-2.720761,-5.17456,-4.27745,-0.84432,-2.543654,-5.934569,-1.358081,-5.196238,-1.941581,-2.918789,-1.128231,-0.7610473,-0.4955176,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11_12],[7_20_25_33],psucssa
540,1,7,-3.535944,-3.75962,-6.490747,-2.271065,-5.553385,-4.433753,-4.861722,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[6],psucssa
541,1,10,-3.991114,-3.577481,-4.459462,-0.5049582,-3.619182,-3.359003,-6.799317,-2.680768,-3.607594,-2.48723,-0.7613617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_6],[3_9],psucssa
542,1,10,-3.991114,-3.577481,-4.459462,-0.5049582,-3.619182,-3.359003,-6.799317,-2.680768,-3.607594,-2.48723,-0.7613617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_6],[3_9],psucssa
543,1,10,-3.991114,-3.577481,-4.459462,-0.5049582,-3.619182,-3.359003,-6.799317,-2.680768,-3.607594,-2.48723,-0.7613617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_6],[3_9],psucssa
544,1,11,-6.527233,-5.793981,-4.557096,-1.85848,#NAME?,-6.820245,-6.629911,-1.294716,-0.1876399,-5.572594,-0.770852,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_4_5],[10],psucssa
545,1,14,-5.886802,-5.221485,-2.255985,-0.3212334,-4.745969,-4.8283,-0.9776595,-3.079068,-2.893974,-3.883872,-4.259636,-3.480976,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_9_12_13],[3_6_13],psucssa
546,1,14,-6.258925,-5.611823,-5.723321,-4.691985,-5.340492,-7.226874,-0.3058289,-5.230058,-5.391155,-1.429889,-5.379034,-2.219547,-4.704109,-0.7228979,-0.5788838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[13],psucssa
547,1,14,-4.401755,-2.521387,-3.704768,-2.884427,#NAME?,-6.820245,-6.158619,-5.224432,-1.524225,-2.306591,-2.260761,-7.164705,-2.784715,-1.177986,-0.5141382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[9_13],psucssa
548,1,25,-3.007416,-7.179004,-7.710618,-6.42344,-1.424114,-6.097835,-0.8562781,-3.420947,-5.228482,-6.121971,-0.8562781,-6.714261,-1.11856,-3.900524,-6.11571,-0.9303469,-7.758788,-1.353351,-6.8207,-5.133932,-1.046801,-5.764256,-1.504958,-4.569217,-3.992778,-3.391057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_8_9_10],[6_10_12_15_17_20_22],psucssa
549,1,12,-4.234152,-5.760365,-3.505301,-1.702106,#NAME?,-1.197862,-2.668368,-2.101679,-3.96466,-0.3125786,-2.400869,-3.594003,-2.161802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],psucssa
550,1,12,-4.234152,-5.760365,-3.505301,-1.702106,#NAME?,-1.197862,-2.668368,-2.101679,-3.96466,-0.3125786,-2.400869,-3.594003,-2.161802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],psucssa
551,1,3,-3.674056,-6.438878,-5.060475,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2],psucssa
552,1,8,-2.636784,-4.632683,-4.866861,-2.162299,-4.278849,-5.307602,-1.33685,-4.533475,-1.026329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5_6_7],[0_3_7],psucssa
553,1,7,-2.636784,-5.067605,-2.317931,-2.344734,-4.293426,-4.759352,-4.558059,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_5_6],[0_3_6],psucssa
554,1,10,-2.636784,-2.593575,-3.243113,-4.949103,-2.490193,-2.649077,-5.002633,-5.584526,#NAME?,-4.07272,-1.463427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7_8_9],[0_5_9],psucssa
555,1,11,-2.636784,-5.544728,-2.840554,-4.883472,-5.7766,-2.015943,-6.206868,-1.306866,-1.472956,-3.065908,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7_8_9_10],[0_5],psucssa
556,1,16,-2.636784,#NAME?,-5.115439,-1.306866,-1.472956,-3.254408,-6.181436,-3.927635,-1.82743,-1.578108,-0.4321387,-4.362628,-1.358411,-3.495937,-5.729619,-6.517956,-2.063099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7_8_9_10_11_13_14_15],[0_5],psucssa
557,1,11,-4.512905,-1.48867,-5.921933,-2.643967,-5.380681,-3.330224,-3.384486,-1.691816,-4.095883,-0.9595714,-0.9906948,-1.260734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[1_7_10],psucssa
558,1,33,-2.896955,-3.238668,-5.623544,-1.484861,-0.9777236,-1.595129,-3.480901,-4.576018,-1.103448,-3.97695,-7.130672,-2.432533,-4.179426,-1.612563,-1.923848,-6.570185,-1.172738,-4.399974,-2.248338,-5.437049,-1.215996,-1.872,-0.6962184,-2.136096,-2.987809,-1.03848,-5.163061,-2.043456,-5.461759,-4.683982,-0.674956,-3.870116,-0.8707734,-0.627785,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_15_16],[16_22_32],psucssa
559,1,36,-5.073573,-4.787452,-0.9776595,-2.126294,-4.537624,-4.55552,-1.432256,-2.827369,-4.540215,-0.7403627,-3.992213,-2.87024,-3.019685,-1.518324,-5.890365,-1.886115,-5.426673,-4.090524,-2.307063,-1.187087,-2.063882,-3.929289,-3.534337,-0.6574801,-2.206826,-2.559675,-2.956829,-2.208896,-2.05917,-2.8945,-6.260603,-0.8012665,-4.068165,-2.693064,-2.71876,-0.7341495,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[2_6_13_23_35],psucssa
560,1,3,-6.100998,-3.388781,-6.017018,-3.388781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1],psucssa
561,1,3,-5.688997,-3.364083,-6.093406,-3.312393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1],psucssa
562,1,3,-7.042348,-3.567986,-7.063443,-2.168076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1],psucssa
563,1,11,-3.527254,-3.530873,-1.343963,-1.152768,-5.503237,-7.567497,-5.044275,-5.98554,-1.362167,-3.910163,-0.8367215,-0.5881106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[10],psucssa
564,1,10,-5.886802,-1.02968,-2.612446,-4.745006,-1.040186,-4.461462,-4.307858,-1.193502,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_6_7_8_9],[1_4_7_9],psucssa
565,1,12,-4.652567,-7.552403,-5.793981,-4.557096,-1.85848,#NAME?,-6.820245,-6.629911,-1.294716,-0.1876399,-5.572594,-0.770852,-0.446087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_5_6],[11],psucssa
566,1,11,-4.968837,-6.289714,-5.368038,-0.745909,-2.791265,-4.24467,-0.726807,-1.063136,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[3_7_10],psucssa
567,1,5,-4.678273,-0.5713912,-7.314626,-5.044275,-5.98554,-2.041393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[1],psucssa
568,1,12,-5.012303,-1.301372,-0.2348693,-3.707979,-3.301296,-5.080887,-4.424437,-1.962407,-4.286472,-6.696387,-2.933994,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9_10_11],[2_7_10_11],psucssa
569,1,9,-6.258925,-2.096591,-4.636506,-4.425331,-1.04499,-3.825397,-3.875054,-1.861383,-0.7249983,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[4_8],psucssa
570,1,9,-6.258925,-2.096591,-4.636506,-4.425331,-1.04499,-3.825397,-3.875054,-1.861383,-0.7249983,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[4_8],psucssa
571,1,5,-2.715695,-4.139023,-6.084777,-5.497938,-1.784792,-2.870193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],,psucssa
572,1,20,-3.222314,-1.591621,-1.664433,-5.076678,-1.10821,-4.929999,-0.8645111,-5.965428,-0.8803964,-2.749534,-0.8886713,-4.601481,-0.7998947,-5.790526,-3.348157,-4.737117,-6.620773,-1.200486,-5.534209,-2.9656,-1.640317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[15_16_17_18_19],[4_6_8_12_14_19],psucssa
573,1,7,-6.326181,-4.558235,-2.792797,-5.609555,-1.401696,-4.712181,-0.5282738,-0.391908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[6],psucssa
574,1,8,-5.073573,-1.430376,-4.721739,-1.781924,-4.700783,-4.918999,-3.42193,-2.547842,-0.6077942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[7],psucssa
575,1,25,-4.652567,-4.831384,-6.127382,-1.362167,-2.644275,-4.365974,-0.9280026,-0.2688453,-0.7224511,-4.533261,-2.96226,-3.543383,-0.7086574,-3.667376,-3.301296,-4.016349,-1.692693,-0.7850661,-2.462647,-0.5835766,-4.090195,-5.743991,-2.950592,-3.445129,-0.8668415,-0.4221672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[8_12_16_24],psucssa
576,1,18,-5.445959,-2.529807,#NAME?,#NAME?,-1.197862,-4.439532,-3.517969,-3.595524,-1.364868,-2.922842,-3.751953,-0.30103,-3.389728,-4.15782,-4.319215,-3.880916,-5.083219,-1.137055,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4_8_11_17],psucssa
577,1,18,-3.065489,-2.758134,-0.532717,-3.422575,-1.047947,-4.712278,-0.7998947,-2.744421,-0.8886713,-2.7194,-0.9929545,-5.665721,-3.661401,-4.238281,-1.249173,-6.521395,-3.521939,-1.034865,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[2_6_12_16_17],psucssa
